Geneid,Entity,Symbol,0_R1,0_R2,0_R3,6_R1,6_R2,6_R3,12_R1,12_R2,12_R3,18_R1,18_R2,18_R3
gene-PA1866a,host,gene-PA1866a,112.0,149.0,193.0,234.0,340.0,250.0,143.0,220.0,127.0,135.0,149.0,172.0
gene-PA3072,host,gene-PA3072,132.0,257.0,135.0,253.0,230.0,143.0,102.0,210.0,116.0,63.0,120.0,142.0
gene-PA3983,host,gene-PA3983,1339.0,1892.0,2285.0,1813.0,2595.0,2585.0,1537.0,,,1344.0,1743.0,1904.0
gene-PA0163,host,gene-PA0163,348.0,481.0,444.0,532.0,1200.0,286.0,488.0,877.0,297.0,436.0,657.0,313.0
gene-PA5441,host,gene-PA5441,,2057.0,2080.0,1152.0,2485.0,2605.0,1165.0,1393.0,2250.0,1520.0,2230.0,
gene-PA1968,host,gene-PA1968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0227,host,gene-PA0227,56.0,145.0,84.0,44.0,67.0,38.0,10.0,57.0,54.0,34.0,64.0,35.0
gene-PA4688,host,hitB,210.0,307.0,366.0,321.0,798.0,655.0,698.0,741.0,1111.0,389.0,823.0,973.0
gene-PA4027,host,gene-PA4027,294.0,978.0,656.0,139.0,329.0,156.0,87.0,158.0,257.0,92.0,212.0,154.0
gene-PA1515,host,alc,247.0,973.0,643.0,220.0,238.0,99.0,68.0,193.0,215.0,88.0,129.0,148.0
gene-PA0928,host,gacS,1023.0,1795.0,1354.0,779.0,1743.0,1050.0,641.0,1085.0,1014.0,761.0,1085.0,1054.0
gene-PA2757,host,gene-PA2757,186.0,53.0,232.0,130.0,157.0,207.0,,,1843.0,1217.0,,
gene-PA0068,host,gene-PA0068,653.0,1931.0,932.0,347.0,755.0,623.0,214.0,1225.0,892.0,327.0,615.0,757.0
gene-PA2344,host,mtlZ,116.0,265.0,237.0,125.0,216.0,121.0,87.0,121.0,104.0,102.0,131.0,126.0
gene-PA2130,host,cupA3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3922,host,gene-PA3922,171.0,615.0,296.0,89.0,304.0,76.0,39.0,103.0,163.0,49.0,72.0,78.0
gene-PA2394,host,pvdN,26.0,73.0,72.0,39.0,49.0,32.0,15.0,27.0,34.0,21.0,32.0,42.0
gene-PA3543,host,algK,62.0,74.0,56.0,37.0,76.0,32.0,18.0,33.0,39.0,28.0,43.0,47.0
gene-PA3254,host,gene-PA3254,168.0,339.0,247.0,178.0,380.0,250.0,102.0,216.0,200.0,131.0,180.0,191.0
gene-PA5027,host,gene-PA5027,,,,1145.0,1434.0,349.0,612.0,534.0,1093.0,1378.0,1474.0,465.0
gene-PA4191,host,gene-PA4191,100.0,103.0,70.0,53.0,93.0,90.0,52.0,96.0,117.0,56.0,85.0,134.0
gene-PA1055,host,gene-PA1055,165.0,465.0,334.0,354.0,1059.0,567.0,235.0,575.0,380.0,226.0,434.0,415.0
gene-PA3161,host,himD,863.0,2028.0,1780.0,589.0,1631.0,1180.0,512.0,975.0,1231.0,677.0,1035.0,918.0
gene-PA2297,host,gene-PA2297,19.0,114.0,61.0,42.0,56.0,9.0,14.0,20.0,16.0,11.0,19.0,22.0
gene-PA3293,host,gene-PA3293,209.0,95.0,57.0,147.0,137.0,127.0,206.0,139.0,110.0,210.0,163.0,129.0
gene-PA2316,host,gene-PA2316,152.0,405.0,264.0,73.0,200.0,107.0,78.0,97.0,131.0,91.0,163.0,92.0
gene-PA0294,host,aguR,300.0,538.0,424.0,162.0,359.0,141.0,110.0,177.0,166.0,115.0,182.0,154.0
gene-PA3822,host,gene-PA3822,1830.0,1356.0,1871.0,,,,,,,,,
gene-PA4738,host,gene-PA4738,149.0,358.0,422.0,137.0,287.0,201.0,83.0,210.0,163.0,217.0,183.0,148.0
gene-PA2028,host,gene-PA2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA5432,host,gene-PA5432,77.0,164.0,100.0,40.0,123.0,80.0,44.0,73.0,70.0,42.0,78.0,62.0
gene-PA1380,host,gene-PA1380,124.0,365.0,202.0,68.0,224.0,77.0,54.0,120.0,111.0,85.0,126.0,90.0
gene-PA1435,host,gene-PA1435,65.0,169.0,122.0,54.0,87.0,30.0,28.0,35.0,36.0,41.0,50.0,36.0
gene-PA4444,host,mltB1,719.0,842.0,716.0,480.0,1125.0,892.0,506.0,679.0,716.0,557.0,658.0,667.0
gene-PA0495,host,gene-PA0495,196.0,495.0,537.0,160.0,621.0,640.0,459.0,693.0,677.0,192.0,1131.0,1688.0
gene-PA5113,host,gene-PA5113,844.0,1185.0,1157.0,795.0,925.0,780.0,710.0,531.0,1287.0,701.0,900.0,1279.0
gene-PA0666,host,gene-PA0666,,2559.0,1834.0,,3739.0,2221.0,1464.0,2311.0,1697.0,1352.0,2016.0,2121.0
gene-PA2649,host,nuoN,,1622.0,1864.0,,2441.0,1497.0,,1766.0,825.0,,2159.0,2124.0
gene-PA0176,host,aer2,524.0,1630.0,468.0,591.0,1308.0,295.0,162.0,305.0,75.0,145.0,155.0,82.0
gene-PA4181,host,gene-PA4181,457.0,,135.0,,,144.0,528.0,2463.0,579.0,309.0,353.0,139.0
gene-PA1235,host,gene-PA1235,122.0,225.0,152.0,47.0,132.0,115.0,52.0,72.0,138.0,74.0,108.0,111.0
gene-PA2056,host,gene-PA2056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA2883,host,gene-PA2883,734.0,2562.0,1761.0,297.0,747.0,261.0,228.0,311.0,388.0,383.0,759.0,316.0
gene-PA4818,host,gene-PA4818,74.0,87.0,82.0,67.0,121.0,98.0,58.0,80.0,47.0,73.0,81.0,86.0
gene-PA5538,host,amiA,138.0,266.0,156.0,91.0,154.0,80.0,80.0,102.0,123.0,64.0,102.0,85.0
gene-PA3693,host,gene-PA3693,579.0,473.0,489.0,601.0,859.0,781.0,402.0,518.0,369.0,438.0,419.0,424.0
gene-PA2828,host,gene-PA2828,690.0,762.0,472.0,758.0,2341.0,1614.0,908.0,1331.0,935.0,969.0,1155.0,1535.0
gene-PA2830,host,htpX,1426.0,,2722.0,1621.0,,1883.0,1130.0,,2033.0,1179.0,,2446.0
gene-PA0470,host,fiuA,267.0,578.0,349.0,257.0,426.0,194.0,180.0,290.0,306.0,157.0,311.0,245.0
gene-PA2317,host,gene-PA2317,273.0,1521.0,688.0,225.0,1073.0,192.0,130.0,505.0,217.0,139.0,563.0,119.0
gene-PA2771,host,gene-PA2771,271.0,356.0,244.0,217.0,589.0,435.0,240.0,387.0,231.0,312.0,418.0,396.0
gene-PA0706,host,cat,300.0,319.0,505.0,411.0,835.0,784.0,367.0,536.0,636.0,307.0,413.0,642.0
gene-PA3296,host,phoA,46.0,56.0,54.0,29.0,62.0,47.0,38.0,45.0,44.0,64.0,43.0,49.0
gene-PA2230,host,gene-PA2230,216.0,299.0,276.0,253.0,457.0,381.0,211.0,422.0,328.0,259.0,320.0,337.0
gene-PA2610,host,gene-PA2610,449.0,541.0,379.0,728.0,1581.0,434.0,565.0,1156.0,407.0,399.0,866.0,490.0
gene-PA2049,host,gene-PA2049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA5384,host,gene-PA5384,26.0,21.0,8.0,5.0,26.0,12.0,2.0,8.0,4.0,4.0,9.0,10.0
gene-PA3730,host,gene-PA3730,454.0,475.0,405.0,252.0,437.0,716.0,333.0,402.0,832.0,373.0,518.0,949.0
gene-PA2123,host,gene-PA2123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA1594,host,gene-PA1594,171.0,236.0,141.0,157.0,467.0,183.0,155.0,262.0,180.0,172.0,256.0,241.0
gene-PA2802,host,gene-PA2802,430.0,536.0,381.0,353.0,780.0,545.0,306.0,563.0,427.0,355.0,541.0,465.0
gene-PA1308,host,gene-PA1308,555.0,1631.0,867.0,416.0,967.0,451.0,272.0,714.0,576.0,387.0,620.0,519.0
gene-PA5549,host,glmS,1141.0,1220.0,1258.0,855.0,2110.0,1414.0,1177.0,1115.0,2018.0,1607.0,1622.0,
gene-PA3353,host,gene-PA3353,,,,1557.0,3102.0,1386.0,1105.0,1472.0,1415.0,1242.0,1584.0,1236.0
gene-PA0913,host,mgtE,777.0,1352.0,1047.0,954.0,2783.0,,805.0,1591.0,1154.0,1205.0,1326.0,2326.0
gene-PA1891,host,gene-PA1891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0024,host,hemF,1463.0,1572.0,,1029.0,2365.0,1745.0,1234.0,1296.0,1650.0,,,1905.0
gene-PA2536,host,gene-PA2536,510.0,454.0,362.0,455.0,724.0,471.0,398.0,346.0,550.0,429.0,481.0,708.0
gene-PA3426,host,gene-PA3426,216.0,483.0,320.0,132.0,332.0,229.0,78.0,182.0,202.0,112.0,153.0,82.0
gene-PA2439,host,gene-PA2439,129.0,225.0,160.0,227.0,370.0,271.0,185.0,211.0,143.0,87.0,152.0,180.0
gene-PA4271,host,rplL,,,,,,,,,,,,
gene-PA4980,host,gene-PA4980,20.0,70.0,20.0,30.0,36.0,9.0,17.0,12.0,23.0,10.0,10.0,12.0
gene-PA1568,host,gene-PA1568,33.0,90.0,40.0,48.0,35.0,22.0,21.0,30.0,23.0,13.0,21.0,16.0
gene-PA2368,host,gene-PA2368,25.0,36.0,12.0,21.0,28.0,12.0,4.0,6.0,4.0,9.0,9.0,10.0
gene-PA5007,host,gene-PA5007,650.0,1781.0,945.0,751.0,2470.0,1193.0,823.0,1733.0,1190.0,778.0,1443.0,1061.0
gene-PA0608,host,gene-PA0608,1231.0,1194.0,995.0,1609.0,3097.0,1930.0,1155.0,1817.0,1074.0,1024.0,1185.0,1165.0
gene-PA2385,host,pvdQ,55.0,80.0,35.0,31.0,60.0,31.0,36.0,30.0,45.0,29.0,68.0,85.0
gene-PA4108a,host,gene-PA4108a,104.0,191.0,194.0,73.0,187.0,91.0,46.0,85.0,101.0,75.0,95.0,76.0
gene-PA1081,host,flgF,518.0,694.0,,762.0,1044.0,661.0,461.0,498.0,744.0,475.0,593.0,633.0
gene-PA4588,host,gdhA,,,,,,1652.0,942.0,2419.0,1423.0,898.0,1489.0,1414.0
gene-PA1905,host,phzG2,13.0,22.0,16.0,16.0,25.0,10.0,7.0,10.0,9.0,7.0,5.0,10.0
gene-PA2952,host,etfB,,,,,,,,,,,,
gene-PA1663,host,gene-PA1663,845.0,453.0,290.0,890.0,363.0,157.0,816.0,315.0,314.0,616.0,463.0,128.0
gene-PA1366,host,gene-PA1366,722.0,2322.0,1593.0,425.0,670.0,361.0,367.0,425.0,547.0,290.0,497.0,344.0
gene-PA0348,host,gene-PA0348,102.0,156.0,143.0,63.0,114.0,66.0,58.0,83.0,68.0,66.0,84.0,85.0
gene-PA1429,host,gene-PA1429,,,,,2628.0,450.0,632.0,1188.0,994.0,1568.0,1374.0,519.0
gene-PA4392,host,gene-PA4392,150.0,388.0,283.0,135.0,249.0,171.0,85.0,144.0,186.0,108.0,146.0,196.0
gene-PA2067,host,gene-PA2067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA2786,host,gene-PA2786,31.0,73.0,34.0,40.0,63.0,65.0,31.0,36.0,15.0,35.0,31.0,18.0
gene-PA3232,host,gene-PA3232,47.0,163.0,86.0,41.0,175.0,59.0,29.0,75.0,107.0,39.0,67.0,52.0
gene-PA0620,host,gene-PA0620,,2095.0,,1413.0,1581.0,,1237.0,940.0,,1170.0,1157.0,
gene-PA4375,host,gene-PA4375,463.0,717.0,736.0,278.0,563.0,534.0,206.0,465.0,474.0,275.0,461.0,604.0
gene-PA4637a,host,gene-PA4637a,198.0,147.0,108.0,138.0,244.0,183.0,95.0,141.0,90.0,117.0,97.0,137.0
gene-PA4768,host,smpB,1341.0,1443.0,1705.0,1838.0,,,,,1446.0,1637.0,2029.0,2026.0
gene-PA2953,host,gene-PA2953,,,,,,,,,,,,
gene-PA4813,host,lipC,71.0,180.0,61.0,29.0,49.0,22.0,22.0,26.0,21.0,28.0,27.0,26.0
gene-PA0638,host,gene-PA0638,587.0,462.0,1258.0,327.0,354.0,945.0,261.0,143.0,835.0,253.0,239.0,1006.0
gene-PA4623,host,gene-PA4623,33.0,37.0,69.0,24.0,48.0,40.0,13.0,37.0,25.0,21.0,30.0,43.0
gene-PA4054,host,ribB,736.0,1424.0,980.0,972.0,,,,,,1128.0,,
gene-PA1005,host,gene-PA1005,966.0,1568.0,1287.0,687.0,1879.0,1220.0,563.0,991.0,1261.0,643.0,900.0,1098.0
gene-PA2834,host,gene-PA2834,124.0,249.0,141.0,76.0,280.0,131.0,84.0,188.0,122.0,80.0,145.0,144.0
gene-PA0952,host,gene-PA0952,,2728.0,2779.0,,3436.0,,,,,,,2198.0
gene-PA1124,host,dgt,672.0,1450.0,817.0,284.0,708.0,402.0,208.0,368.0,583.0,275.0,493.0,388.0
gene-PA3816,host,cysE,716.0,1075.0,980.0,1009.0,2718.0,1860.0,964.0,1624.0,1119.0,1062.0,1273.0,1373.0
gene-PA4267,host,rpsG,,,,,,,,,,,,
gene-PA1196,host,gene-PA1196,572.0,1899.0,899.0,281.0,307.0,129.0,105.0,182.0,201.0,164.0,192.0,113.0
gene-PA4227,host,pchR,42.0,74.0,40.0,37.0,78.0,38.0,101.0,68.0,223.0,19.0,125.0,197.0
gene-PA3168,host,gyrA,,,,,,,,,,,,
gene-PA0187,host,gene-PA0187,39.0,74.0,28.0,27.0,49.0,29.0,14.0,44.0,34.0,20.0,29.0,28.0
gene-PA4912,host,gene-PA4912,169.0,363.0,224.0,89.0,157.0,76.0,38.0,73.0,69.0,66.0,106.0,66.0
gene-PA2348,host,gene-PA2348,31.0,43.0,26.0,20.0,42.0,18.0,11.0,26.0,20.0,14.0,18.0,17.0
gene-PA3895,host,gene-PA3895,335.0,681.0,745.0,286.0,582.0,414.0,256.0,287.0,444.0,290.0,295.0,382.0
gene-PA5044,host,pilM,,,,,,1779.0,,,,,,
gene-PA4781,host,gene-PA4781,247.0,683.0,274.0,156.0,304.0,128.0,106.0,119.0,104.0,142.0,203.0,105.0
gene-PA5308,host,lrp,419.0,801.0,724.0,313.0,987.0,467.0,183.0,546.0,524.0,234.0,403.0,393.0
gene-PA2505,host,opdT,56.0,97.0,57.0,34.0,57.0,42.0,29.0,60.0,37.0,28.0,38.0,41.0
gene-PA0462,host,gene-PA0462,298.0,935.0,762.0,375.0,859.0,265.0,210.0,288.0,256.0,224.0,366.0,409.0
gene-PA0668.2,host,gene-PA0668.2,535.0,511.0,595.0,767.0,1070.0,1311.0,297.0,1483.0,271.0,755.0,674.0,698.0
gene-PA1466,host,gene-PA1466,375.0,461.0,501.0,464.0,742.0,502.0,334.0,574.0,314.0,250.0,383.0,295.0
gene-PA3709,host,gene-PA3709,181.0,442.0,312.0,96.0,165.0,88.0,64.0,116.0,99.0,90.0,113.0,90.0
gene-PA3364,host,amiC,468.0,2815.0,339.0,878.0,2350.0,196.0,230.0,746.0,200.0,238.0,312.0,149.0
gene-PA0207,host,gene-PA0207,150.0,620.0,500.0,59.0,149.0,68.0,65.0,78.0,135.0,72.0,105.0,72.0
gene-PA5207,host,gene-PA5207,1669.0,,2594.0,642.0,605.0,148.0,192.0,276.0,297.0,358.0,362.0,125.0
gene-PA4368,host,gene-PA4368,565.0,1965.0,1280.0,488.0,586.0,277.0,268.0,435.0,455.0,307.0,436.0,421.0
gene-PA1464,host,gene-PA1464,,,,,3913.0,2204.0,1370.0,2510.0,1512.0,1355.0,2178.0,1195.0
gene-PA1678,host,gene-PA1678,672.0,1018.0,906.0,995.0,2119.0,1100.0,673.0,1176.0,706.0,654.0,956.0,921.0
gene-PA0970,host,tolR,1402.0,1483.0,1372.0,1107.0,2764.0,1916.0,,2040.0,2220.0,1374.0,,
gene-PA0033,host,gene-PA0033,171.0,523.0,345.0,120.0,292.0,114.0,59.0,136.0,156.0,85.0,142.0,165.0
gene-PA2653,host,gene-PA2653,228.0,509.0,334.0,359.0,1541.0,1499.0,757.0,1014.0,459.0,821.0,1044.0,1171.0
gene-PA4534,host,gene-PA4534,577.0,453.0,629.0,373.0,582.0,407.0,240.0,335.0,352.0,298.0,318.0,321.0
gene-PA0874,host,gene-PA0874,188.0,1106.0,310.0,364.0,810.0,132.0,153.0,338.0,153.0,154.0,207.0,121.0
gene-PA3023,host,gene-PA3023,158.0,512.0,317.0,155.0,319.0,124.0,97.0,145.0,161.0,113.0,159.0,185.0
gene-PA4255,host,rpmC,,,,,,,,,,,,
gene-PA2196,host,gene-PA2196,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3984,host,lnt,724.0,707.0,717.0,668.0,1718.0,1258.0,536.0,1044.0,946.0,599.0,864.0,1098.0
gene-PA2997,host,nqrC,1213.0,894.0,751.0,850.0,1942.0,1510.0,1034.0,1524.0,1974.0,1197.0,1615.0,1631.0
gene-PA4701,host,gene-PA4701,1283.0,1749.0,1545.0,798.0,2479.0,1667.0,860.0,1294.0,1644.0,945.0,1311.0,1582.0
gene-PA2047,host,gene-PA2047,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA1633,host,kdpA,182.0,431.0,305.0,106.0,156.0,94.0,66.0,91.0,116.0,127.0,130.0,83.0
gene-PA4280,host,birA,589.0,773.0,793.0,786.0,2045.0,1667.0,816.0,1449.0,817.0,775.0,1049.0,1251.0
gene-PA1620,host,gene-PA1620,37.0,79.0,65.0,102.0,154.0,47.0,22.0,75.0,65.0,24.0,39.0,36.0
gene-PA3415,host,gene-PA3415,108.0,558.0,106.0,116.0,427.0,82.0,79.0,114.0,48.0,96.0,80.0,69.0
gene-PA3662,host,gene-PA3662,1541.0,,,562.0,1450.0,915.0,533.0,590.0,869.0,729.0,1078.0,678.0
gene-PA0488,host,gene-PA0488,79.0,135.0,101.0,47.0,134.0,65.0,53.0,79.0,63.0,50.0,91.0,66.0
gene-PA1760,host,gene-PA1760,388.0,1643.0,1069.0,511.0,1640.0,538.0,219.0,605.0,441.0,202.0,367.0,451.0
gene-PA1966,host,gene-PA1966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA4696,host,ilvI,,,,,,,,,,,,
gene-PA5320,host,coaC,1011.0,1499.0,1568.0,1431.0,3244.0,1918.0,1009.0,2056.0,1510.0,1092.0,1362.0,1877.0
gene-phiYY_sS3,phage,gene-phiYY_sS3,0.0,1.0,0.0,,,,847.0,760.0,1259.0,,1231.0,
gene-PA4330,host,gene-PA4330,788.0,1674.0,979.0,503.0,857.0,668.0,447.0,627.0,674.0,519.0,671.0,562.0
gene-PA0011,host,gene-PA0011,627.0,1017.0,731.0,529.0,1421.0,715.0,414.0,764.0,629.0,574.0,702.0,721.0
gene-PA2499,host,gene-PA2499,43.0,75.0,35.0,30.0,46.0,24.0,18.0,28.0,44.0,11.0,26.0,19.0
gene-PA5520,host,gene-PA5520,404.0,988.0,688.0,302.0,614.0,266.0,187.0,297.0,379.0,219.0,295.0,305.0
gene-PA2865,host,gene-PA2865,690.0,1224.0,1042.0,696.0,1421.0,901.0,505.0,816.0,768.0,632.0,702.0,769.0
gene-PA3197,host,gene-PA3197,321.0,558.0,537.0,450.0,894.0,664.0,354.0,636.0,568.0,304.0,483.0,574.0
gene-PA1454,host,fleN,,,,,,2060.0,,2511.0,1961.0,,2384.0,1943.0
gene-PA3925,host,gene-PA3925,769.0,994.0,645.0,1044.0,1819.0,880.0,1523.0,2456.0,1282.0,977.0,2345.0,
gene-PA0103,host,gene-PA0103,160.0,177.0,145.0,109.0,323.0,190.0,103.0,188.0,142.0,135.0,137.0,200.0
gene-PA0113,host,gene-PA0113,184.0,324.0,514.0,142.0,178.0,122.0,90.0,115.0,122.0,134.0,126.0,123.0
gene-PA4761,host,dnaK,,,,,,,,,,,,
gene-PA4230,host,pchB,12.0,28.0,14.0,5.0,26.0,11.0,12.0,15.0,8.0,8.0,13.0,17.0
gene-PA2962,host,tmk,506.0,902.0,547.0,666.0,1377.0,1152.0,748.0,1249.0,986.0,617.0,948.0,1023.0
gene-PA2893,host,atuH,253.0,534.0,249.0,213.0,458.0,192.0,159.0,299.0,170.0,164.0,245.0,118.0
gene-PA2987,host,gene-PA2987,867.0,892.0,736.0,983.0,2503.0,1222.0,807.0,1413.0,1040.0,708.0,1042.0,1244.0
gene-PA0256,host,gene-PA0256,223.0,430.0,264.0,91.0,187.0,119.0,92.0,119.0,124.0,123.0,170.0,94.0
gene-PA3425,host,gene-PA3425,126.0,234.0,152.0,92.0,193.0,107.0,59.0,129.0,82.0,65.0,98.0,74.0
gene-PA5448,host,wbpY,295.0,613.0,496.0,241.0,630.0,516.0,180.0,488.0,282.0,179.0,328.0,692.0
gene-PA0092,host,gene-PA0092,355.0,208.0,299.0,272.0,436.0,402.0,277.0,341.0,379.0,281.0,360.0,589.0
gene-PA2080,host,kynU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gene-PA4125,host,hpcD,106.0,329.0,79.0,178.0,273.0,37.0,130.0,289.0,48.0,87.0,170.0,24.0
gene-PA0380,host,gene-PA0380,374.0,409.0,593.0,732.0,1520.0,1117.0,575.0,978.0,563.0,496.0,626.0,865.0
gene-PA4214,host,phzE1,38.0,53.0,26.0,19.0,51.0,15.0,15.0,20.0,23.0,14.0,16.0,17.0
gene-PA3927,host,gene-PA3927,96.0,246.0,215.0,49.0,112.0,65.0,51.0,63.0,115.0,54.0,80.0,88.0
gene-PA2866,host,mttC,236.0,559.0,545.0,235.0,529.0,306.0,154.0,237.0,280.0,172.0,268.0,275.0
gene-PA1265,host,gene-PA1265,29.0,41.0,22.0,26.0,25.0,11.0,23.0,21.0,16.0,15.0,31.0,17.0
gene-PA0732,host,gene-PA0732,374.0,833.0,714.0,277.0,380.0,249.0,209.0,229.0,283.0,251.0,262.0,252.0
gene-PA1864,host,gene-PA1864,68.0,470.0,404.0,24.0,56.0,22.0,22.0,15.0,17.0,5.0,20.0,8.0
gene-PA2724,host,gene-PA2724,46.0,116.0,80.0,49.0,97.0,63.0,36.0,49.0,68.0,28.0,53.0,50.0
gene-PA2899,host,gene-PA2899,188.0,562.0,311.0,156.0,344.0,174.0,123.0,221.0,207.0,119.0,167.0,178.0
gene-PA3879,host,narL,,,,995.0,986.0,337.0,344.0,540.0,560.0,475.0,535.0,274.0
gene-PA2332,host,gene-PA2332,183.0,347.0,206.0,113.0,261.0,192.0,104.0,199.0,285.0,111.0,159.0,170.0
gene-PA3522,host,gene-PA3522,136.0,312.0,245.0,100.0,154.0,137.0,74.0,133.0,152.0,113.0,147.0,143.0
gene-PA2772a,host,gene-PA2772a,82.0,101.0,86.0,39.0,132.0,72.0,72.0,77.0,76.0,76.0,97.0,78.0
gene-PA0533,host,gene-PA0533,318.0,733.0,450.0,264.0,689.0,319.0,132.0,321.0,312.0,126.0,261.0,185.0
gene-PA3932,host,gene-PA3932,84.0,123.0,124.0,64.0,99.0,43.0,48.0,47.0,53.0,36.0,58.0,61.0
gene-PA5466,host,gene-PA5466,150.0,272.0,249.0,101.0,230.0,140.0,103.0,117.0,186.0,110.0,132.0,144.0
gene-PA1681,host,aroC,1251.0,1554.0,1498.0,1263.0,3433.0,1920.0,980.0,1623.0,1508.0,1230.0,1730.0,1756.0
gene-PA4082,host,cupB5,172.0,264.0,171.0,107.0,202.0,113.0,78.0,111.0,112.0,83.0,152.0,112.0
gene-PA4960,host,gene-PA4960,1518.0,2156.0,2457.0,,,,1457.0,,2207.0,1548.0,2000.0,2261.0
gene-PA4040,host,gene-PA4040,155.0,417.0,374.0,80.0,165.0,103.0,75.0,120.0,127.0,82.0,112.0,91.0
gene-PA2109,host,gene-PA2109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA1173,host,napB,49.0,222.0,61.0,110.0,199.0,77.0,42.0,82.0,39.0,53.0,54.0,55.0
gene-PA3283,host,gene-PA3283,120.0,190.0,449.0,101.0,122.0,476.0,86.0,93.0,395.0,104.0,113.0,477.0
gene-PA3782,host,gene-PA3782,276.0,598.0,347.0,160.0,462.0,292.0,156.0,233.0,304.0,191.0,247.0,237.0
gene-PA3986,host,gene-PA3986,169.0,360.0,265.0,58.0,84.0,57.0,63.0,55.0,56.0,88.0,110.0,45.0
gene-PA2633,host,gene-PA2633,476.0,985.0,675.0,500.0,656.0,291.0,284.0,520.0,504.0,296.0,439.0,341.0
gene-PA4163,host,gene-PA4163,1060.0,1561.0,1098.0,580.0,1640.0,1139.0,592.0,804.0,1095.0,619.0,992.0,1143.0
gene-PA1887,host,gene-PA1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0210,host,mdcC,15.0,52.0,28.0,27.0,38.0,13.0,5.0,22.0,13.0,9.0,8.0,8.0
gene-PA1325,host,gene-PA1325,80.0,400.0,188.0,114.0,243.0,145.0,64.0,137.0,142.0,73.0,170.0,132.0
gene-PA4087,host,gene-PA4087,17.0,26.0,15.0,14.0,23.0,12.0,6.0,17.0,13.0,5.0,7.0,4.0
gene-PA1284,host,gene-PA1284,155.0,339.0,163.0,113.0,471.0,112.0,69.0,170.0,125.0,69.0,126.0,111.0
gene-PA4742,host,truB,,3071.0,,,,,,,,,,
gene-PA0787,host,gene-PA0787,375.0,733.0,705.0,228.0,458.0,314.0,184.0,248.0,277.0,218.0,257.0,222.0
gene-PA3255,host,gene-PA3255,450.0,937.0,631.0,397.0,984.0,631.0,250.0,602.0,613.0,313.0,491.0,534.0
gene-PA3768,host,gene-PA3768,829.0,2755.0,2398.0,1189.0,1987.0,1289.0,1317.0,1607.0,2041.0,775.0,1405.0,2055.0
gene-phiYY_sM2,phage,gene-phiYY_sM2,0.0,0.0,0.0,,3694.0,,770.0,686.0,1177.0,,1264.0,
gene-PA3247,host,gene-PA3247,1053.0,2422.0,2387.0,1360.0,3043.0,1998.0,960.0,1886.0,1972.0,1014.0,1302.0,1515.0
gene-PA3446,host,gene-PA3446,254.0,163.0,91.0,152.0,92.0,84.0,106.0,52.0,88.0,122.0,101.0,114.0
gene-PA3467,host,gene-PA3467,63.0,130.0,110.0,50.0,91.0,50.0,36.0,51.0,57.0,42.0,55.0,61.0
gene-PA3306,host,gene-PA3306,423.0,1143.0,1020.0,300.0,598.0,263.0,228.0,311.0,345.0,291.0,418.0,300.0
gene-PA0421,host,gene-PA0421,1352.0,1218.0,905.0,687.0,3224.0,1906.0,767.0,1522.0,1113.0,1031.0,1557.0,1492.0
gene-PA3923,host,gene-PA3923,259.0,1010.0,418.0,112.0,227.0,174.0,77.0,96.0,173.0,108.0,94.0,76.0
gene-PA0042,host,gene-PA0042,204.0,250.0,273.0,278.0,395.0,208.0,127.0,179.0,170.0,155.0,171.0,197.0
gene-PA4022,host,gene-PA4022,188.0,710.0,507.0,128.0,218.0,740.0,70.0,111.0,610.0,92.0,113.0,344.0
gene-PA3915,host,moaB1,214.0,126.0,265.0,140.0,192.0,121.0,,164.0,136.0,,,1402.0
gene-PA3618,host,gene-PA3618,259.0,545.0,525.0,198.0,465.0,293.0,125.0,311.0,411.0,166.0,286.0,309.0
gene-PA1346,host,gene-PA1346,51.0,104.0,37.0,36.0,80.0,27.0,28.0,29.0,25.0,27.0,24.0,21.0
gene-PA3646,host,lpxD,,2946.0,,,,,,,,,,
