Geneid,Entity,Symbol,5_R1,5_R2,15_R1,15_R2,35_R1,35_R2
gene-PA0402,host,pyrB,18.0,27.0,13.0,18.0,3.0,8.0
gene-PA1692,host,gene-PA1692,4.0,1.0,0.0,1.0,0.0,2.0
gene-PA3425,host,gene-PA3425,4.0,2.0,0.0,2.0,0.0,1.0
gene-PA4651,host,gene-PA4651,2.0,2.0,1.0,1.0,1.0,7.0
gene-PA4958,host,fimW,30.0,22.0,12.0,14.0,6.0,13.0
gene-PA4134,host,gene-PA4134,5.0,1.0,0.0,1.0,2.0,1.0
gene-PHIKZ_p77,phage,gene-PHIKZ_p77,14.0,14.0,12.0,14.0,0.0,16.0
gene-PHIKZ142,phage,gene-PHIKZ142,3.0,3.0,,,,
gene-PA3207,host,gene-PA3207,6.0,2.0,3.0,3.0,1.0,1.0
gene-PA3744,host,rimM,,,,,,7.0
gene-PA4001,host,sltB1,,,,18.0,10.0,14.0
gene-PA0963,host,aspS,,,,,,22.0
gene-PA4045,host,gene-PA4045,10.0,17.0,5.0,5.0,0.0,3.0
gene-PA5523,host,gene-PA5523,27.0,20.0,9.0,9.0,3.0,14.0
gene-PHIKZ055,phage,gene-PHIKZ055,,,,,,
gene-PA5316.1,host,gene-PA5316.1,,,,18.0,9.0,17.0
gene-PA1306,host,gene-PA1306,5.0,6.0,1.0,5.0,1.0,4.0
gene-PA4654,host,gene-PA4654,5.0,5.0,5.0,11.0,0.0,9.0
gene-PA4432,host,rpsI,,,,,,23.0
gene-PA1798,host,parS,13.0,9.0,1.0,9.0,2.0,9.0
gene-PA3963a,host,gene-PA3963a,3.0,6.0,1.0,6.0,0.0,6.0
gene-PA4876,host,osmE,9.0,8.0,5.0,8.0,0.0,5.0
gene-PA3334,host,gene-PA3334,6.0,2.0,0.0,2.0,1.0,0.0
gene-PA2809,host,copR,3.0,3.0,0.0,3.0,3.0,4.0
gene-PA3422,host,gene-PA3422,14.0,5.0,5.0,14.0,0.0,15.0
gene-PA3613,host,gene-PA3613,18.0,21.0,3.0,17.0,1.0,6.0
gene-PA1916,host,gene-PA1916,12.0,8.0,4.0,4.0,0.0,7.0
gene-PA3452,host,mqoA,,32.0,,22.0,6.0,11.0
gene-PA2768,host,gene-PA2768,3.0,5.0,0.0,0.0,2.0,1.0
gene-PA4847,host,accB,,,,15.0,8.0,3.0
gene-PA3959,host,gene-PA3959,12.0,8.0,1.0,10.0,3.0,5.0
gene-PA0619,host,gene-PA0619,7.0,7.0,1.0,5.0,3.0,2.0
gene-PA3270,host,gene-PA3270,12.0,11.0,5.0,6.0,0.0,2.0
gene-PA5182,host,gene-PA5182,13.0,10.0,,9.0,4.0,6.0
gene-PA2219,host,opdE,11.0,8.0,1.0,1.0,1.0,8.0
gene-PA5017,host,gene-PA5017,,19.0,15.0,14.0,5.0,16.0
gene-PA1252,host,gene-PA1252,6.0,10.0,2.0,4.0,2.0,4.0
gene-PA2960,host,pilZ,15.0,13.0,11.0,4.0,0.0,5.0
gene-PA3763,host,purL,,,,,,
gene-PA4759,host,dapB,11.0,9.0,1.0,9.0,2.0,7.0
gene-PHIKZ234,phage,gene-PHIKZ234,23.0,20.0,,,,
gene-PA2162,host,gene-PA2162,9.0,3.0,1.0,8.0,1.0,9.0
gene-PA4024,host,eutB,20.0,10.0,8.0,11.0,0.0,10.0
gene-PA5141,host,hisA,12.0,14.0,2.0,6.0,2.0,5.0
gene-PA3030,host,mobA,9.0,3.0,0.0,6.0,1.0,6.0
gene-PA4663,host,moeB,10.0,11.0,2.0,1.0,1.0,3.0
gene-PA4604,host,gene-PA4604,8.0,9.0,3.0,3.0,1.0,6.0
gene-PA5158,host,gene-PA5158,7.0,14.0,4.0,5.0,1.0,11.0
gene-PA3855,host,gene-PA3855,16.0,11.0,1.0,7.0,1.0,8.0
gene-PA0496,host,gene-PA0496,11.0,13.0,3.0,9.0,3.0,10.0
gene-PA2059,host,gene-PA2059,6.0,7.0,3.0,3.0,1.0,3.0
gene-PA0815,host,gene-PA0815,2.0,5.0,1.0,3.0,0.0,3.0
gene-PHIKZ113,phage,gene-PHIKZ113,5.0,8.0,7.0,4.0,4.0,23.0
gene-PA2045,host,gene-PA2045,2.0,3.0,1.0,1.0,0.0,2.0
gene-PA0476,host,gene-PA0476,27.0,18.0,1.0,11.0,4.0,
gene-PA1091,host,fgtA,41.0,,16.0,,5.0,18.0
gene-PA1972,host,gene-PA1972,13.0,11.0,0.0,8.0,1.0,6.0
gene-PA3824.1,host,gene-PA3824.1,,,,,6.0,5.0
gene-PA3356,host,gene-PA3356,23.0,6.0,5.0,11.0,6.0,12.0
gene-PA1060,host,gene-PA1060,7.0,5.0,2.0,8.0,2.0,3.0
gene-PA3677,host,gene-PA3677,0.0,2.0,2.0,4.0,2.0,4.0
gene-PA0159,host,gene-PA0159,13.0,13.0,4.0,8.0,1.0,12.0
gene-PA4091,host,hpaA,21.0,,3.0,18.0,0.0,11.0
gene-PA3946,host,rocS1,,27.0,13.0,,5.0,19.0
gene-PA0282,host,cysT,8.0,9.0,4.0,9.0,1.0,10.0
gene-PA4751,host,ftsH,,,,,,
gene-PA1974,host,gene-PA1974,11.0,12.0,7.0,8.0,2.0,4.0
gene-PA3224,host,gene-PA3224,7.0,7.0,5.0,5.0,2.0,1.0
gene-PA3624,host,pcm,16.0,9.0,3.0,9.0,2.0,8.0
gene-PA2428,host,gene-PA2428,5.0,7.0,2.0,5.0,0.0,2.0
gene-PA2852,host,gene-PA2852,17.0,11.0,3.0,7.0,6.0,8.0
gene-PA2857,host,gene-PA2857,5.0,11.0,1.0,4.0,2.0,3.0
gene-PA2841,host,gene-PA2841,8.0,3.0,0.0,4.0,0.0,1.0
gene-PA2136,host,gene-PA2136,2.0,4.0,0.0,4.0,0.0,2.0
gene-PA3213,host,gene-PA3213,17.0,11.0,4.0,5.0,1.0,5.0
gene-PA0704,host,gene-PA0704,2.0,13.0,4.0,5.0,2.0,13.0
gene-PA4108a,host,gene-PA4108a,10.0,5.0,3.0,8.0,0.0,3.0
gene-PA2424,host,pvdL,,,,,6.0,
gene-PA2889,host,atuD,6.0,7.0,4.0,4.0,0.0,10.0
gene-PA5455,host,gene-PA5455,20.0,21.0,11.0,21.0,7.0,19.0
gene-PA2997,host,nqrC,16.0,18.0,6.0,9.0,2.0,7.0
gene-PA0409,host,pilH,17.0,19.0,4.0,8.0,2.0,2.0
gene-PA3205,host,gene-PA3205,1.0,7.0,3.0,1.0,0.0,4.0
gene-PA0434,host,gene-PA0434,23.0,18.0,3.0,16.0,1.0,20.0
gene-PA0672,host,hemO,14.0,5.0,3.0,5.0,3.0,
gene-PA1910,host,femA,22.0,10.0,4.0,10.0,2.0,17.0
gene-PA1787,host,acnB,,,,,,18.0
gene-PA2774,host,gene-PA2774,6.0,4.0,1.0,7.0,1.0,7.0
gene-PA2354,host,gene-PA2354,14.0,7.0,3.0,6.0,2.0,3.0
gene-PA0800,host,gene-PA0800,3.0,0.0,4.0,3.0,1.0,0.0
gene-PA3700,host,lysS,38.0,,,19.0,6.0,13.0
gene-PHIKZ_p37,phage,gene-PHIKZ_p37,,,,,,
gene-PHIKZ185,phage,gene-PHIKZ185,,,,,,
gene-PA2143,host,gene-PA2143,4.0,2.0,0.0,3.0,0.0,2.0
gene-PA3502,host,gene-PA3502,2.0,2.0,0.0,1.0,1.0,3.0
gene-PA5551,host,gene-PA5551,10.0,7.0,4.0,3.0,0.0,2.0
gene-PA5148,host,gene-PA5148,14.0,10.0,4.0,8.0,1.0,3.0
gene-PA5506,host,gene-PA5506,15.0,10.0,4.0,13.0,9.0,7.0
gene-PA0320,host,gene-PA0320,4.0,7.0,2.0,6.0,2.0,4.0
gene-PA2056,host,gene-PA2056,12.0,8.0,1.0,6.0,1.0,8.0
gene-PA5173,host,arcC,17.0,14.0,10.0,10.0,3.0,11.0
gene-PA0077,host,icmF1,30.0,32.0,12.0,23.0,0.0,
gene-PA1068,host,gene-PA1068,27.0,20.0,3.0,10.0,2.0,14.0
gene-PA4123,host,hpcC,17.0,16.0,5.0,12.0,0.0,16.0
gene-PA1640,host,gene-PA1640,7.0,7.0,3.0,10.0,0.0,3.0
gene-PA0444,host,gene-PA0444,14.0,9.0,3.0,16.0,2.0,6.0
gene-PA0309,host,gene-PA0309,14.0,7.0,5.0,6.0,0.0,3.0
gene-PA0414,host,chpB,19.0,12.0,3.0,5.0,1.0,5.0
gene-PA2184,host,gene-PA2184,4.0,3.0,0.0,2.0,0.0,1.0
gene-PA3417,host,gene-PA3417,10.0,15.0,4.0,10.0,5.0,7.0
gene-PA4534,host,gene-PA4534,14.0,1.0,1.0,7.0,3.0,1.0
gene-PA3056,host,gene-PA3056,5.0,2.0,2.0,2.0,0.0,4.0
gene-PA3120,host,leuD,8.0,8.0,1.0,0.0,0.0,0.0
gene-PA3904,host,gene-PA3904,9.0,6.0,3.0,2.0,2.0,1.0
gene-PA1796.1,host,gene-PA1796.1,,,,,,16.0
gene-PA1772,host,gene-PA1772,3.0,5.0,1.0,3.0,2.0,0.0
gene-PA2366,host,gene-PA2366,7.0,12.0,1.0,6.0,1.0,7.0
gene-PA1365,host,gene-PA1365,24.0,15.0,6.0,4.0,3.0,6.0
gene-PA2092,host,gene-PA2092,3.0,8.0,2.0,3.0,1.0,1.0
gene-PA4351,host,gene-PA4351,8.0,3.0,1.0,3.0,0.0,5.0
gene-PA1047,host,gene-PA1047,10.0,11.0,11.0,13.0,,8.0
gene-PA4605,host,gene-PA4605,3.0,6.0,2.0,6.0,1.0,0.0
gene-PHIKZ107,phage,gene-PHIKZ107,,,,,8.0,
gene-PA0179,host,gene-PA0179,4.0,10.0,0.0,7.0,1.0,1.0
gene-PA1957,host,gene-PA1957,6.0,3.0,1.0,5.0,0.0,4.0
gene-PA2236,host,pslF,8.0,9.0,0.0,2.0,0.0,1.0
gene-PA3751,host,purT,7.0,5.0,4.0,2.0,2.0,7.0
gene-PA4467,host,gene-PA4467,9.0,2.0,1.0,7.0,2.0,6.0
gene-PA0013,host,gene-PA0013,14.0,13.0,5.0,2.0,2.0,13.0
gene-PA1257,host,gene-PA1257,7.0,5.0,0.0,6.0,0.0,3.0
gene-PA2324,host,gene-PA2324,6.0,5.0,3.0,8.0,0.0,6.0
gene-PA1318,host,cyoB,,32.0,3.0,16.0,5.0,20.0
gene-PA1430,host,lasR,16.0,14.0,13.0,10.0,1.0,7.0
gene-PA2043,host,gene-PA2043,8.0,3.0,0.0,5.0,2.0,2.0
gene-PA4406.1,host,gene-PA4406.1,,33.0,,18.0,3.0,4.0
gene-PA4867,host,ureB,4.0,5.0,2.0,4.0,1.0,3.0
gene-PA2726,host,gene-PA2726,3.0,1.0,0.0,2.0,0.0,4.0
gene-PA3484,host,gene-PA3484,13.0,5.0,4.0,8.0,0.0,3.0
gene-PA3250,host,gene-PA3250,10.0,7.0,4.0,8.0,0.0,2.0
gene-PA0687,host,gene-PA0687,7.0,14.0,1.0,6.0,2.0,4.0
gene-PHIKZ090,phage,gene-PHIKZ090,17.0,14.0,,,,
gene-PA1859,host,gene-PA1859,9.0,8.0,1.0,5.0,1.0,2.0
gene-PA0903,host,alaS,,,,24.0,,
gene-PA4456,host,gene-PA4456,,,,,8.0,11.0
gene-PA2703,host,gene-PA2703,1.0,2.0,0.0,1.0,1.0,0.0
gene-PA2221,host,gene-PA2221,6.0,8.0,2.0,4.0,1.0,7.0
gene-PA3610,host,potD,10.0,15.0,2.0,11.0,1.0,3.0
gene-PHIKZ092,phage,gene-PHIKZ092,19.0,13.0,,,,
gene-PA0036,host,trpB,15.0,14.0,8.0,10.0,8.0,18.0
gene-PA3579,host,gene-PA3579,26.0,29.0,5.0,4.0,1.0,6.0
gene-PA2831,host,gene-PA2831,6.0,11.0,3.0,3.0,2.0,3.0
gene-PHIKZ072,phage,gene-PHIKZ072,,,,,,
gene-PA2232,host,pslB,6.0,9.0,3.0,6.0,1.0,5.0
gene-PA3759,host,gene-PA3759,6.0,9.0,3.0,4.0,0.0,6.0
gene-PA2670,host,gene-PA2670,11.0,3.0,2.0,5.0,2.0,9.0
gene-PHIKZ108,phage,gene-PHIKZ108,34.0,26.0,9.0,7.0,8.0,
gene-PA0040,host,gene-PA0040,7.0,15.0,2.0,4.0,1.0,10.0
gene-PA2865,host,gene-PA2865,20.0,13.0,5.0,14.0,2.0,8.0
gene-PA5286,host,gene-PA5286,29.0,24.0,5.0,9.0,1.0,5.0
gene-PA5236,host,gene-PA5236,12.0,15.0,6.0,7.0,1.0,4.0
gene-PA0661,host,gene-PA0661,14.0,3.0,2.0,5.0,0.0,2.0
gene-PA3133.1,host,gene-PA3133.1,27.0,30.0,11.0,11.0,1.0,1.0
gene-PA5243,host,hemB,28.0,27.0,,23.0,7.0,
gene-PA3267,host,gene-PA3267,18.0,11.0,3.0,13.0,3.0,10.0
gene-PHIKZ146,phage,gene-PHIKZ146,,,,,,
gene-PA1922,host,gene-PA1922,8.0,9.0,2.0,9.0,0.0,12.0
gene-PA3016,host,gene-PA3016,2.0,4.0,0.0,3.0,0.0,2.0
gene-PA2522,host,czcC,5.0,6.0,4.0,4.0,0.0,3.0
gene-PA5127,host,gene-PA5127,4.0,12.0,2.0,2.0,0.0,6.0
gene-PA2544,host,gene-PA2544,6.0,5.0,2.0,6.0,1.0,2.0
gene-PA5125,host,ntrC,28.0,30.0,13.0,13.0,1.0,11.0
gene-PA5115,host,gene-PA5115,4.0,0.0,2.0,7.0,0.0,8.0
gene-PA5227.1,host,ssrS,,,,,,
gene-PA2187,host,gene-PA2187,3.0,2.0,0.0,0.0,1.0,1.0
gene-PA1231,host,gene-PA1231,3.0,1.0,0.0,7.0,0.0,4.0
gene-PA4355,host,gene-PA4355,,8.0,0.0,5.0,1.0,7.0
gene-PA4726.1,host,gene-PA4726.1,1.0,1.0,0.0,0.0,0.0,1.0
gene-PA3460,host,gene-PA3460,18.0,12.0,3.0,17.0,6.0,9.0
gene-PA2029,host,gene-PA2029,4.0,2.0,1.0,1.0,1.0,5.0
gene-PA2455,host,gene-PA2455,6.0,5.0,2.0,9.0,4.0,4.0
gene-PA4896,host,gene-PA4896,7.0,5.0,2.0,8.0,0.0,6.0
gene-PA2849,host,ohrR,6.0,3.0,5.0,4.0,2.0,3.0
gene-PA0275,host,gene-PA0275,13.0,4.0,3.0,3.0,1.0,2.0
gene-PA0860,host,gene-PA0860,28.0,12.0,3.0,8.0,4.0,9.0
gene-PA5338,host,spoT,,,14.0,20.0,9.0,12.0
gene-PA2975,host,rluC,12.0,8.0,4.0,11.0,1.0,2.0
gene-PA0408,host,pilG,,,,17.0,1.0,5.0
gene-PA4021,host,gene-PA4021,17.0,15.0,4.0,9.0,3.0,12.0
gene-PA2217,host,gene-PA2217,7.0,8.0,0.0,4.0,0.0,6.0
gene-PA5226,host,gene-PA5226,17.0,13.0,7.0,5.0,2.0,2.0
gene-PA3132,host,gene-PA3132,4.0,2.0,1.0,2.0,1.0,3.0
gene-PA2918,host,gene-PA2918,4.0,3.0,3.0,5.0,0.0,4.0
gene-PA4162,host,gene-PA4162,8.0,3.0,2.0,4.0,0.0,5.0
gene-PA1221,host,gene-PA1221,22.0,10.0,7.0,9.0,1.0,17.0
gene-PA4831,host,gene-PA4831,3.0,6.0,4.0,2.0,1.0,3.0
gene-PA3900,host,gene-PA3900,8.0,5.0,1.0,2.0,1.0,3.0
gene-PA4551,host,pilV,5.0,4.0,1.0,2.0,2.0,4.0
gene-PA0826,host,gene-PA0826,4.0,4.0,1.0,6.0,2.0,4.0
gene-PA2884,host,gene-PA2884,10.0,11.0,4.0,7.0,0.0,7.0
gene-PA0051,host,phzH,12.0,14.0,6.0,10.0,4.0,10.0
gene-PA3533,host,gene-PA3533,40.0,,,,,
gene-PA4606,host,gene-PA4606,32.0,25.0,12.0,19.0,8.0,16.0
gene-PHIKZ_p53,phage,gene-PHIKZ_p53,,,,,,
gene-PA3906,host,gene-PA3906,5.0,1.0,0.0,3.0,1.0,1.0
gene-PA4713,host,gene-PA4713,1.0,1.0,3.0,2.0,2.0,4.0
gene-PA3862,host,dauB,7.0,3.0,0.0,2.0,1.0,4.0
gene-PA2175,host,gene-PA2175,4.0,4.0,0.0,1.0,0.0,3.0
gene-PA2912,host,gene-PA2912,7.0,11.0,4.0,9.0,0.0,2.0
gene-PA5040,host,pilQ,,,,,,15.0
gene-PA2897,host,gene-PA2897,27.0,13.0,11.0,14.0,2.0,7.0
gene-PA0996,host,pqsA,8.0,7.0,4.0,3.0,0.0,7.0
gene-PA0623,host,gene-PA0623,9.0,9.0,6.0,6.0,0.0,2.0
gene-PA2047,host,gene-PA2047,8.0,3.0,0.0,4.0,1.0,6.0
gene-PA2127,host,gene-PA2127,10.0,5.0,0.0,7.0,0.0,3.0
gene-PA2793,host,gene-PA2793,10.0,11.0,1.0,9.0,1.0,6.0
gene-PA3481,host,gene-PA3481,11.0,12.0,6.0,10.0,3.0,6.0
gene-PA4951,host,orn,17.0,3.0,9.0,5.0,2.0,7.0
gene-PA4311,host,gene-PA4311,12.0,9.0,5.0,7.0,3.0,4.0
gene-PA5508,host,gene-PA5508,23.0,13.0,5.0,10.0,6.0,9.0
gene-PA2979,host,kdsB,17.0,12.0,2.0,10.0,3.0,2.0
gene-PA2466,host,foxA,13.0,18.0,4.0,12.0,1.0,11.0
gene-PA1226,host,gene-PA1226,6.0,3.0,0.0,6.0,2.0,3.0
gene-PA2564,host,gene-PA2564,6.0,7.0,3.0,5.0,0.0,2.0
gene-PA1578a,host,gene-PA1578a,3.0,3.0,0.0,3.0,0.0,0.0
gene-PA3546,host,algX,7.0,8.0,3.0,7.0,2.0,7.0
gene-PA3143,host,gene-PA3143,5.0,6.0,1.0,0.0,4.0,4.0
gene-PA3288,host,gene-PA3288,7.0,4.0,0.0,6.0,0.0,6.0
gene-PA2028,host,gene-PA2028,4.0,9.0,0.0,3.0,0.0,2.0
gene-PA0793,host,gene-PA0793,10.0,10.0,3.0,12.0,1.0,20.0
gene-PA4652,host,gene-PA4652,24.0,13.0,3.0,14.0,2.0,18.0
gene-PA4755,host,greA,18.0,29.0,9.0,3.0,1.0,2.0
gene-PA3790,host,oprC,15.0,14.0,6.0,6.0,0.0,9.0
gene-PA3890,host,gene-PA3890,4.0,2.0,1.0,2.0,,4.0
gene-PA5565,host,gidA,,,,,,
gene-PA0809,host,gene-PA0809,7.0,7.0,3.0,6.0,1.0,3.0
gene-PA0214,host,gene-PA0214,11.0,8.0,1.0,1.0,0.0,4.0
gene-PA4635a,host,gene-PA4635a,2.0,0.0,1.0,1.0,3.0,4.0
gene-PA3336,host,gene-PA3336,5.0,6.0,0.0,8.0,3.0,4.0
gene-PA2966,host,acpP,,,,,,
gene-PA5314,host,gene-PA5314,6.0,4.0,3.0,2.0,3.0,6.0
gene-PA1528,host,zipA,,31.0,,8.0,2.0,10.0
gene-PA5217,host,gene-PA5217,21.0,16.0,16.0,10.0,,
gene-PA2190,host,gene-PA2190,2.0,3.0,0.0,3.0,0.0,0.0
gene-PA0794,host,gene-PA0794,,17.0,7.0,11.0,1.0,16.0
gene-PHIKZ_p62,phage,gene-PHIKZ_p62,1.0,1.0,,,2.0,
gene-PA0532,host,gene-PA0532,9.0,7.0,4.0,1.0,1.0,2.0
gene-PA3808,host,gene-PA3808,9.0,8.0,3.0,4.0,0.0,3.0
gene-PA4920,host,nadE,16.0,10.0,3.0,6.0,4.0,12.0
gene-PA3795,host,gene-PA3795,11.0,12.0,3.0,16.0,1.0,5.0
gene-PA5156,host,gene-PA5156,12.0,12.0,3.0,9.0,1.0,5.0
gene-PA4556,host,pilE,7.0,7.0,1.0,2.0,0.0,4.0
gene-PHIKZ076,phage,gene-PHIKZ076,12.0,12.0,8.0,5.0,1.0,
gene-PA0293,host,aguB,9.0,14.0,6.0,8.0,2.0,8.0
gene-PA2364,host,gene-PA2364,2.0,1.0,2.0,0.0,0.0,6.0
gene-PA2792,host,gene-PA2792,1.0,2.0,0.0,1.0,0.0,0.0
gene-PA4264,host,rpsJ,,,,,,15.0
gene-PA3846,host,gene-PA3846,2.0,2.0,2.0,5.0,2.0,2.0
gene-PA4937.2,host,gene-PA4937.2,,,,,,
gene-PA3889,host,gene-PA3889,11.0,3.0,3.0,7.0,2.0,
gene-PA0153,host,pcaH,11.0,18.0,3.0,8.0,0.0,8.0
gene-PA3742,host,rplS,,,,23.0,5.0,9.0
gene-PA0382,host,micA,17.0,5.0,4.0,4.0,1.0,3.0
gene-PA0514,host,nirL,8.0,4.0,1.0,1.0,0.0,6.0
gene-PA0864,host,gene-PA0864,3.0,2.0,0.0,3.0,1.0,1.0
gene-PA3926,host,gene-PA3926,18.0,4.0,1.0,5.0,1.0,
gene-PA3728,host,gene-PA3728,,34.0,,,10.0,
gene-PA5144,host,gene-PA5144,4.0,3.0,1.0,0.0,0.0,2.0
gene-PA3485,host,gene-PA3485,6.0,3.0,6.0,3.0,1.0,0.0
gene-PA3405,host,hasE,9.0,8.0,1.0,7.0,2.0,8.0
gene-PA5280,host,sss,11.0,14.0,0.0,,1.0,7.0
gene-PA4003,host,pbpA,,,16.0,,3.0,14.0
gene-PA5475,host,gene-PA5475,14.0,8.0,0.0,4.0,1.0,7.0
gene-PA1655,host,gene-PA1655,7.0,6.0,3.0,4.0,0.0,0.0
gene-PA4675,host,gene-PA4675,15.0,18.0,4.0,3.0,8.0,17.0
gene-PA4489,host,gene-PA4489,33.0,23.0,8.0,25.0,5.0,19.0
gene-PA5244,host,gene-PA5244,8.0,13.0,2.0,7.0,,12.0
gene-PA0981,host,gene-PA0981,7.0,7.0,1.0,4.0,0.0,5.0
gene-PA1982,host,exaA,16.0,9.0,5.0,8.0,1.0,6.0
gene-PA2667,host,gene-PA2667,24.0,,11.0,6.0,3.0,8.0
gene-PHIKZ266,phage,gene-PHIKZ266,,,,,,
gene-PA1013,host,purC,16.0,4.0,5.0,7.0,1.0,4.0
gene-PA3875,host,narG,,19.0,8.0,19.0,2.0,23.0
gene-PA5369.3,host,gene-PA5369.3,,,,,,10.0
gene-PA4074,host,gene-PA4074,5.0,1.0,1.0,2.0,0.0,3.0
gene-PA0055,host,gene-PA0055,16.0,7.0,5.0,7.0,2.0,5.0
gene-PA3373,host,gene-PA3373,9.0,8.0,2.0,2.0,1.0,2.0
gene-PA0677,host,gene-PA0677,1.0,1.0,0.0,3.0,0.0,0.0
gene-PA1747,host,gene-PA1747,1.0,2.0,1.0,4.0,2.0,1.0
gene-PA4462,host,rpoN,26.0,30.0,10.0,18.0,6.0,12.0
gene-PA4065,host,gene-PA4065,26.0,17.0,,14.0,1.0,5.0
gene-PA4503,host,gene-PA4503,7.0,6.0,3.0,9.0,2.0,2.0
gene-PA2516,host,xylZ,3.0,5.0,1.0,0.0,0.0,2.0
gene-PA2804,host,gene-PA2804,0.0,4.0,0.0,1.0,1.0,3.0
gene-PA3167,host,serC,24.0,17.0,2.0,7.0,1.0,7.0
gene-PA0705,host,migA,13.0,13.0,6.0,6.0,1.0,5.0
gene-PA2272,host,pbpC,16.0,15.0,3.0,15.0,0.0,7.0
gene-PA1718,host,pscE,9.0,5.0,0.0,2.0,1.0,0.0
gene-PA2228,host,gene-PA2228,5.0,6.0,2.0,4.0,1.0,8.0
gene-PA3197,host,gene-PA3197,10.0,6.0,3.0,7.0,0.0,5.0
gene-PA3916,host,moaE,6.0,2.0,4.0,2.0,0.0,0.0
gene-PA2140,host,gene-PA2140,4.0,0.0,0.0,2.0,0.0,0.0
gene-PA4339,host,gene-PA4339,10.0,4.0,1.0,9.0,1.0,2.0
gene-PA3903,host,prfC,38.0,,10.0,15.0,8.0,23.0
gene-PA3216,host,gene-PA3216,1.0,2.0,3.0,1.0,0.0,2.0
gene-PA5369,host,pstS,27.0,24.0,,22.0,,
gene-PA5555,host,atpG,,,,,9.0,20.0
gene-PA5303,host,gene-PA5303,10.0,9.0,8.0,5.0,2.0,6.0
gene-PA0910,host,gene-PA0910,1.0,1.0,0.0,1.0,0.0,0.0
gene-PA3181,host,gene-PA3181,13.0,5.0,9.0,6.0,2.0,8.0
gene-PHIKZ279,phage,gene-PHIKZ279,,,,,9.0,
gene-PHIKZ174,phage,gene-PHIKZ174,25.0,18.0,,,,
gene-PA2562,host,gene-PA2562,8.0,4.0,5.0,4.0,1.0,5.0
gene-PA4730,host,panC,13.0,7.0,5.0,3.0,3.0,3.0
gene-PA0235,host,pcaK,26.0,18.0,7.0,13.0,0.0,17.0
gene-PA0773,host,pdxJ,13.0,13.0,3.0,4.0,0.0,4.0
gene-PA1753,host,gene-PA1753,5.0,2.0,1.0,1.0,1.0,7.0
gene-PA1525,host,alkB2,5.0,9.0,5.0,5.0,2.0,9.0
gene-PA0832,host,gene-PA0832,6.0,10.0,1.0,4.0,0.0,2.0
gene-PA0949,host,wrbA,16.0,6.0,2.0,2.0,0.0,5.0
gene-PA1146,host,gene-PA1146,4.0,5.0,1.0,4.0,0.0,4.0
gene-PA1255,host,gene-PA1255,7.0,3.0,0.0,5.0,0.0,2.0
gene-PA0438,host,codB,22.0,18.0,2.0,13.0,3.0,14.0
gene-PA1407,host,gene-PA1407,7.0,4.0,2.0,2.0,1.0,5.0
gene-PA2170,host,gene-PA2170,4.0,2.0,0.0,2.0,1.0,1.0
gene-PA0027,host,gene-PA0027,7.0,10.0,4.0,5.0,1.0,13.0
gene-PA0512,host,gene-PA0512,5.0,7.0,3.0,0.0,1.0,4.0
gene-PHIKZ119,phage,gene-PHIKZ119,3.0,2.0,,10.0,,
gene-PA4591,host,gene-PA4591,8.0,,2.0,10.0,0.0,4.0
gene-PA4472,host,pmbA,5.0,12.0,2.0,8.0,0.0,2.0
gene-PA3983,host,gene-PA3983,22.0,28.0,4.0,13.0,5.0,6.0
gene-PA1724,host,pscK,6.0,6.0,1.0,3.0,0.0,3.0
gene-PA1057,host,gene-PA1057,5.0,3.0,0.0,7.0,1.0,3.0
gene-PA3976,host,thiE,18.0,12.0,3.0,4.0,1.0,5.0
gene-PA5490,host,cc4,,,,16.0,0.0,14.0
gene-PA1186,host,gene-PA1186,4.0,5.0,0.0,1.0,0.0,4.0
gene-PA4599,host,mexC,10.0,8.0,5.0,4.0,1.0,
gene-PA3590,host,gene-PA3590,19.0,6.0,2.0,12.0,2.0,2.0
gene-PA3597,host,gene-PA3597,4.0,6.0,2.0,2.0,2.0,5.0
gene-PA0177,host,gene-PA0177,5.0,4.0,4.0,6.0,2.0,4.0
gene-PA4451,host,gene-PA4451,,,,,,22.0
gene-PA4184,host,gene-PA4184,16.0,14.0,1.0,4.0,1.0,7.0
gene-PA4454,host,gene-PA4454,19.0,12.0,8.0,5.0,2.0,8.0
gene-PA0528,host,gene-PA0528,4.0,8.0,1.0,1.0,2.0,5.0
gene-PA2742,host,rpmI,,,,,,23.0
gene-PA0854,host,fumC2,20.0,8.0,7.0,8.0,5.0,9.0
gene-PA4802.1,host,gene-PA4802.1,,,,,10.0,5.0
gene-PA4722,host,gene-PA4722,15.0,2.0,0.0,6.0,3.0,7.0
gene-PA3838,host,gene-PA3838,5.0,7.0,1.0,3.0,0.0,4.0
gene-PA2123,host,gene-PA2123,4.0,2.0,1.0,7.0,2.0,5.0
gene-PA1381,host,gene-PA1381,5.0,8.0,1.0,2.0,0.0,2.0
gene-PA3717,host,gene-PA3717,9.0,4.0,2.0,1.0,1.0,6.0
gene-PHIKZ039,phage,gene-PHIKZ039,,,,,,
gene-PA2630,host,gene-PA2630,15.0,15.0,7.0,6.0,5.0,5.0
gene-PA4914,host,gene-PA4914,14.0,12.0,3.0,7.0,3.0,6.0
gene-PA2789,host,gene-PA2789,11.0,7.0,0.0,6.0,0.0,5.0
gene-PA3782,host,gene-PA3782,7.0,12.0,3.0,3.0,1.0,5.0
